date;code;sick;healed;died
2021-03-04;YEV;4336;4140;119
2021-03-03;YEV;4333;4130;119
2021-03-02;YEV;4330;4118;119
2021-03-01;YEV;4326;4114;119
2021-03-31;NEN;1082;1019;4
2021-03-30;NEN;1081;1018;4
2021-03-29;NEN;1078;1017;4
2021-03-28;NEN;1078;1014;4
2021-03-27;NEN;1078;1014;4
2021-03-26;NEN;1076;1012;4
2021-03-25;NEN;1075;1007;4
2021-03-24;NEN;1072;1004;4
2021-03-23;NEN;1071;999;4
2021-03-22;NEN;1070;995;4
2021-03-21;NEN;1070;995;4
2021-03-20;NEN;1068;992;4
2021-03-19;NEN;1067;992;4
2021-03-18;NEN;1066;987;4
2021-03-17;NEN;1062;983;4
2021-03-16;NEN;1061;980;4
2021-03-15;NEN;1060;973;3
2021-03-14;NEN;1060;969;3
2021-03-13;NEN;1057;969;3
2021-03-12;NEN;1053;968;3
2021-03-11;NEN;1048;958;3
2021-03-10;NEN;1046;957;3
2021-03-09;NEN;1046;953;3
2021-03-08;NEN;1045;952;3
2021-03-07;NEN;1045;951;3
2021-03-06;NEN;1042;951;3
2021-03-05;NEN;1036;945;3
2021-03-04;NEN;1028;936;3
2021-03-03;NEN;1024;933;3
2021-03-02;NEN;1023;928;3
2021-03-01;NEN;1023;927;3
2021-03-31;CHU;733;691;5
2021-03-30;CHU;729;691;5
2021-03-29;CHU;729;689;5
2021-03-28;CHU;728;689;5
2021-03-27;CHU;727;689;5
2021-03-26;CHU;725;686;5
2021-03-25;CHU;723;686;5
2021-03-24;CHU;722;682;5
2021-03-23;CHU;721;682;5
2021-03-22;CHU;720;680;5
2021-03-21;CHU;720;680;5
2021-03-20;CHU;719;680;5
2021-03-19;CHU;717;674;5
2021-03-18;CHU;714;673;5
2021-03-17;CHU;712;673;5
2021-03-16;CHU;709;673;5
2021-03-15;CHU;708;665;5
2021-03-14;CHU;708;665;5
2021-03-13;CHU;708;665;5
2021-03-12;CHU;706;665;5
2021-03-11;CHU;705;665;5
2021-03-10;CHU;703;665;5
2021-03-09;CHU;703;660;5
2021-03-08;CHU;703;660;5
2021-03-07;CHU;703;660;5
2021-03-06;CHU;700;660;5
2021-03-05;CHU;698;656;5
2021-03-04;CHU;696;652;5
2021-03-03;CHU;695;648;5
2021-03-02;CHU;695;648;5
2021-03-01;CHU;694;648;5
